msft,msft_exponential_moving_average_5,msft_age,msft_exponential_moving_average_10,msft_ocfq_saleq_std,msft_mvel1,msft_zero_trades_6m,msft_exponential_moving_average_21,usepuindxd_ewmahl21,msft_ami_126d,msft_vxn_logdiff_ewmahl63,msft_qmj,houst,t10y2y_ewmahl10
33.58000183105469,33.58000183105469,346,33.58000183105469,0.1199626657625559,26.35705471717589,0.00246259,33.58000183105469,112.8160011778669,6.47e-06,-0.006384045949205666,0.4395374716796779,925.0,2.37298551764842
33.91999816894531,33.76176454015329,346,33.75588932980882,0.1199626657625559,26.37081801224063,0.00246259,33.75280531082654,115.8100257148215,6.47e-06,-0.005812021784365873,0.4395374716796779,1100.0,2.369437236039631
33.86000061035156,33.79913926985989,346,33.793024403013,0.1199626657625559,26.3672826138465,0.00246259,33.78972274826194,116.6804978976814,6.47e-06,-0.004760410741767879,0.4395374716796779,1100.0,2.364117561981473
33.88000106811523,33.82373105655843,346,33.81707877557756,0.1199626657625559,26.36810889421082,0.00246259,33.81342174425505,118.9727381680425,6.47e-06,-0.005310562382264324,0.4395374716796779,1100.0,2.361832810919516
33.29999923706055,33.68813747852263,346,33.69885388128915,0.1199626657625559,26.35084136697585,0.00246259,33.70384929076336,122.802039793463,6.47e-06,-0.003766108140702893,0.4395374716796779,1100.0,2.356352712378102
33.0099983215332,33.53269053415067,346,33.56327377145278,0.1199626657625559,26.34209448791842,0.00246259,33.57845952881701,125.2588438840942,6.47e-06,-0.002559363677643736,0.4395374716796779,1100.0,2.349900259472826
33.06999969482422,33.43625215242429,346,33.47734582909896,0.1199626657625559,26.34391051066607,0.00246259,33.49843612313198,126.5391033939244,6.47e-06,-0.002726445002969681,0.4395374716796779,1100.0,2.347228258459026
33.7599983215332,33.49879105622426,346,33.52181512377046,0.1199626657625559,26.36456061291068,0.00246259,33.53503058604602,129.189188742009,6.47e-06,-0.004461844265526684,0.4395374716796779,1100.0,2.34808354378289
34.13000106811523,33.61341909724452,346,33.60957041116704,0.1199626657625559,26.37546078711465,0.00246259,33.61019563956706,131.4071192911461,6.47e-06,-0.005187024219391929,0.4395374716796779,1100.0,2.348211883122601
34.45000076293945,33.75781246441918,346,33.72213262412677,0.1199626657625559,26.3847930125065,0.00246259,33.7071874353236,142.6269386412514,6.47e-06,-0.0049534738916815,0.4395374716796779,1100.0,2.348211883122601
34.4900016784668,33.878960267873,346,33.81852153409818,0.1199626657625559,26.38595346851461,0.00246259,33.79066633559376,148.1044270011448,6.47e-06,-0.004113911478654233,0.4395374716796779,1100.0,2.350482512661803
34.63999938964844,34.00050472117637,346,33.91593521676025,0.1199626657625559,26.39029305897493,0.00246259,33.87498476344044,153.1134804736251,6.47e-06,-0.005545836148651315,0.4395374716796779,1100.0,2.350450200232296
34.91999816894531,34.1430426148247,346,34.02915639609208,0.1199626657625559,26.39834367143624,0.00246259,33.97223264360399,158.6504979593721,6.47e-06,-0.006840024032194547,0.4395374716796779,1100.0,2.345732361077106
34.95999908447266,34.26652811908318,346,34.12952457365244,0.1199626657625559,26.39948851750002,0.00246259,34.05890182819365,159.9680422190174,6.47e-06,-0.007386612367502669,0.4395374716796779,1100.0,2.340660791411918
34.9900016784668,34.3735603987773,346,34.218663532264,0.1199626657625559,26.40034634725004,0.00246259,34.1363197147362,154.6651694212685,6.47e-06,-0.006752530597293801,0.4395374716796779,1100.0,2.337937859849316
34.58000183105469,34.40354726085736,346,34.25477293920527,0.1199626657625559,26.38279688495537,0.00246259,34.17143103326099,152.9493807565563,6.47e-06,-0.00626118635348879,0.4395374716796779,1100.0,2.330709584275288
33.7599983215332,34.31152249697374,346,34.20690684439164,0.1199626657625559,26.3587979717591,0.00246259,34.14032353441726,153.5919469653017,6.47e-06,-0.005925343590480649,0.4395374716796779,1100.0,2.321956354438905
33.72000122070312,34.22806796910513,346,34.16116406852018,0.1199626657625559,26.35761252108378,0.00246259,34.10985817391236,151.3947592035128,6.47e-06,-0.006469575087260649,0.4395374716796779,1100.0,2.313789302219055
35.72999954223633,34.43753022447587,346,34.30467785353861,0.1199626657625559,26.41551201097253,0.00246259,34.22276966233327,150.5682884440722,6.47e-06,-0.006093682870983639,0.4395374716796779,1100.0,2.306838843138962
35.56999969482422,34.5939009284982,346,34.41765761147732,0.1199626657625559,26.41102392912974,0.00246259,34.31329170763522,146.0889752881577,6.47e-06,-0.005983061636709117,0.4395374716796779,1100.0,2.301023505595541
35.52000045776367,34.72068207848962,346,34.51393592488974,0.1199626657625559,26.40961728276042,0.00246259,34.39165108154788,146.8231150463036,6.47e-06,-0.00602040657967753,0.4395374716796779,1100.0,2.295597603810607
35.54000091552734,34.83201589380917,346,34.60176287886563,0.1199626657625559,26.41018020023595,0.00246259,34.46387582603133,147.8568020780896,6.47e-06,-0.006035994995132172,0.4395374716796779,1100.0,2.290535058436425
35.40999984741211,34.91005343975224,346,34.66967943769362,0.1199626657625559,26.4065156135636,0.00246259,34.5216246305671,145.2558766864754,6.47e-06,-0.005851655557074366,0.4395374716796779,1100.0,2.288490216919689
35.52999877929688,34.993293052436,347,34.74075962809078,0.1199626657625559,26.40989872742493,0.00245714,34.58146347405212,142.0147080131722,6.65e-06,-0.005876226487886371,0.4122177909211461,1100.0,2.290600332829902
35.93999862670898,35.11979679779245,347,34.83831450501302,0.1199626657625559,26.42137219489372,0.00245714,34.65997173261941,141.5776106119849,6.65e-06,-0.006104935662660894,0.4122177909211461,1043.0,2.291899470505465
36.63999938964844,35.32208947974087,347,34.982799007419,0.1199626657625559,26.44066187489683,0.00245714,34.7715696273888,139.0386732717324,6.65e-06,-0.006015315583635655,0.4122177909211461,1043.0,2.297129629325105
38.18000030517578,35.70101863240308,347,35.23584858559292,0.1199626657625559,26.48183317803964,0.00245714,34.95919190240727,136.3821664670645,6.65e-06,-0.005679308455080493,0.4122177909211461,1043.0,2.302009540054807
37.5,35.93879813097593,347,35.41289342149342,0.1199626657625559,26.46386228472533,0.00245714,35.09596642949265,133.4791124435532,6.65e-06,-0.004962533745274944,0.4122177909211461,1043.0,2.304553647507477
37.77999877929688,36.18149656927289,347,35.59593358471224,0.1199626657625559,26.4713011815115,0.00245714,35.23742883153316,131.9031337904821,6.65e-06,-0.005629789029545119,0.4122177909211461,1043.0,2.314293754625784
37.59000015258789,36.3667206916404,347,35.74854692497178,0.1199626657625559,26.46625941338432,0.00245714,35.35896205854261,131.3018273989829,6.65e-06,-0.005794270779929483,0.4122177909211461,1043.0,2.314293754625784
37.36000061035156,36.49707332001398,347,35.870708788705,0.1199626657625559,26.46012198144664,0.00245714,35.46038866272351,127.2890205743557,6.65e-06,-0.005907419802102465,0.4122177909211461,1043.0,2.324701571674807
38.15999984741211,36.71491783587192,347,36.04273550696898,0.1199626657625559,26.48130919433041,0.00245714,35.59477544453059,124.9711460433851,6.65e-06,-0.006220672519657383,0.4122177909211461,1043.0,2.331753092415621
38.02000045776367,36.88561975339783,347,36.19011020735687,0.1199626657625559,26.47763370084932,0.00245714,35.7134488156532,122.5028746367809,6.65e-06,-0.006477801480533858,0.4122177909211461,1043.0,2.336323383653411
37.84000015258789,37.01028250769916,347,36.31216050490369,0.1199626657625559,26.47288809996509,0.00245714,35.81582166861681,120.7410556051436,6.65e-06,-0.006514725311937948,0.4122177909211461,1043.0,2.3405876161592
37.20000076293945,37.03503480630532,347,36.37738126631066,0.1199626657625559,26.45583013353719,0.00245714,35.88142829414173,117.8460902843806,6.65e-06,-0.005455999069637786,0.4122177909211461,1043.0,2.341887605432158
36.7400016784668,36.99658140574201,347,36.40384752268648,0.1199626657625559,26.44338747722094,0.00245714,35.92152392544594,116.7153490718804,6.65e-06,-0.005282673910660235,0.4122177909211461,1043.0,2.347118558820263
37.08000183105469,37.0074444503736,347,36.452902136052,0.1199626657625559,26.45259914182781,0.00245714,35.97486601806247,116.0099656265688,6.65e-06,-0.005285324092894913,0.4122177909211461,1043.0,2.358695911754875
37.40000152587891,37.05852402353464,347,36.52123221444657,0.1199626657625559,26.46119209696835,0.00245714,36.03960737695183,115.2537818644344,6.65e-06,-0.00555827799096311,0.4122177909211461,1043.0,2.36815862382827
37.56999969482422,37.12503269231464,347,36.59650740731224,0.1199626657625559,26.46572720321198,0.00245714,36.10824087506116,113.6922623032363,6.65e-06,-0.005782300344805804,0.4122177909211461,1043.0,2.37296962587437
37.63999938964844,37.19195626139749,347,36.67104557948544,0.1199626657625559,26.46758865025064,0.00245714,36.17609568361576,111.2449910919491,6.65e-06,-0.005647121766367793,0.4122177909211461,1043.0,2.377458449505732
37.34999847412109,37.21248454504786,347,36.71932862858552,0.1199626657625559,26.45985422247427,0.00245714,36.22748995730188,108.8188035313755,6.65e-06,-0.005697393534314074,0.4122177909211461,1043.0,2.380307329877719
37.59999847412109,37.26279694891262,347,36.78169793051788,0.1199626657625559,26.46652536156293,0.00245714,36.28690717130446,106.6321076621679,6.65e-06,-0.005829871242785363,0.4122177909211461,1043.0,2.385644109592252
38.13000106811523,37.37534609123593,347,36.87681863437236,0.1199626657625559,26.4805227536309,0.00245714,36.36584218591613,106.5602264703743,6.65e-06,-0.005308926676047742,0.4122177909211461,1043.0,2.391669662389364
38.45000076293945,37.51477234311213,348,36.98740813327687,0.1199626657625559,26.48888006754299,0.00250387,36.45418621036871,106.8484313825981,6.7e-06,-0.004580550988660219,0.426783638754508,1043.0,2.399593891109588
38.31000137329102,37.61791574507632,348,37.08007351600608,0.1199626657625559,26.48523234630832,0.00250387,36.53207843613095,106.7325707621456,6.7e-06,-0.004442128439691034,0.426783638754508,1043.0,2.40698745793804
38.93999862670898,37.78935011822738,348,37.20998394405748,0.1199626657625559,26.50154331642617,0.00250387,36.63219214385561,106.4584555048126,6.7e-06,-0.004284137760468382,0.426783638754508,1043.0,2.415894909968014
38.0,37.81665904922467,348,37.26500582734371,0.1199626657625559,26.47710751147535,0.00250387,36.68854794613777,105.3204944890868,6.7e-06,-0.003514311411015173,0.426783638754508,1043.0,2.426884536921039
38.36000061035156,37.88708505793357,348,37.34106462135595,0.1199626657625559,26.48653661767535,0.00250387,36.75681815871011,103.8389534879508,6.7e-06,-0.004366980410674244,0.426783638754508,1043.0,2.437138221432894
38.70999908447266,37.9937304473351,348,37.43591487930118,0.1199626657625559,26.49561929268759,0.00250387,36.83593280335825,100.9087137902307,6.7e-06,-0.004356100792903744,0.426783638754508,1043.0,2.445365907198
38.11000061035156,38.00879626715771,348,37.48251256173335,0.1199626657625559,26.47999808265025,0.00250387,36.88712813253854,100.8295330907727,6.7e-06,-0.004308436199225315,0.426783638754508,1043.0,2.449694259037682
37.61000061035156,37.95712846879865,348,37.49130646116068,0.1199626657625559,26.46679134045965,0.00250387,36.91595264974089,100.8584449675986,6.7e-06,-0.003490610013183693,0.426783638754508,1043.0,2.456411434441613
37.22000122070312,37.86163708896729,348,37.47262986966282,0.1199626657625559,26.45636763576004,0.00250387,36.9279874382641,101.1835023537109,6.7e-06,-0.003370041116138466,0.426783638754508,1043.0,2.462678780703419
36.68999862670898,37.70987136872394,348,37.4188544204201,0.1199626657625559,26.44202555268658,0.00250387,36.91863395039784,102.0528876096451,6.7e-06,-0.00334685211428564,0.426783638754508,1043.0,2.467856751450438
36.88999938964844,37.60367984132385,348,37.38257947907444,0.1199626657625559,26.44746184681237,0.00250387,36.91751618747008,101.9517048911138,6.7e-06,-0.002933346149919522,0.426783638754508,1043.0,2.47335763907125
36.52000045776367,37.4633296251754,348,37.32350987630796,0.1199626657625559,26.43738142001033,0.00250387,36.90210022273132,101.8565176474066,6.7e-06,-0.002947656131051136,0.426783638754508,1043.0,2.475811468365677
36.58000183105469,37.34893471355416,348,37.2726712101527,0.1199626657625559,26.43902304476785,0.00250387,36.88968735695278,101.721887594076,6.7e-06,-0.003931084839345576,0.426783638754508,1043.0,2.482118992560769
36.25,37.20662557269873,348,37.20284271351217,0.1199626657625559,26.42996073304965,0.00250387,36.86518412427025,103.3604974451527,6.7e-06,-0.003953876720021799,0.426783638754508,1043.0,2.489343460898969
36.79999923706055,37.15397106018788,348,37.17537244329323,0.1199626657625559,26.4450191761918,0.00250387,36.86270170566263,101.6951862144837,6.7e-06,-0.004238154330731729,0.426783638754508,1043.0,2.4913964376124
