meta,meta_mvel1,meta_zero_trades_12m,state_0,state_1,state_2,state_3,state_4
24.80999946594238,24.53198279661061,0.0001743,0.0,0.0,0.0,0.0,1.0
24.40999984741211,24.51572889858663,0.0001743,0.0,0.0,0.0,0.0,1.0
24.52000045776367,24.5202251501698,0.0001743,0.0,0.0,0.0,0.0,1.0
24.3700008392334,24.51408892250707,0.0001743,0.0,0.0,0.0,0.0,1.0
24.70999908447266,24.52794400338244,0.0001743,0.0,0.0,0.0,0.0,1.0
25.47999954223633,24.55862983317116,0.0001743,0.0,0.0,0.0,0.0,1.0
25.79999923706055,24.57111048278908,0.0001743,0.0,0.0,0.0,0.0,1.0
25.80999946594238,24.57149801347144,0.0001743,0.0,0.0,0.0,0.0,1.0
25.90999984741211,24.57536500911767,0.0001743,0.0,0.0,0.0,0.0,1.0
26.28000068664551,24.58954424017728,0.0001743,0.0,0.0,0.0,0.0,1.0
26.31999969482422,24.59106511529509,0.0001743,0.0,0.0,0.0,0.0,1.0
26.64999961853027,24.60352515673059,0.0001743,0.0,0.0,0.0,0.0,1.0
26.18000030517578,24.58573179257138,0.0001743,0.0,0.0,0.0,0.0,1.0
25.8799991607666,24.57420645763763,0.0001743,0.0,0.0,0.0,0.0,1.0
26.04999923706055,24.58075375934467,0.0001743,0.0,0.0,0.0,0.0,1.0
26.1299991607666,24.5838200678477,0.0001743,0.0,0.0,0.0,0.0,1.0
26.51000022888184,24.62619139435456,0.0001743,0.0,0.0,0.0,0.0,1.0
34.36000061035156,24.88556248029932,0.0001743,0.0,0.0,0.0,0.0,1.0
34.0099983215332,24.87532391508678,0.0001743,0.0,0.0,0.0,0.0,1.0
35.43000030517578,24.9162282929107,0.0001743,0.0,0.0,0.0,0.0,1.0
37.63000106811523,24.97647099840986,0.0001743,0.0,0.0,0.0,0.0,1.0
36.79999923706055,24.95416718986267,0.0001743,0.0,0.0,0.0,0.0,1.0
37.4900016784668,24.97274364093871,0.00020012,0.0,0.0,0.0,0.0,1.0
38.04999923706055,24.98757042967656,0.00020012,0.0,0.0,0.0,0.0,1.0
39.18999862670898,25.0170909425895,0.00020012,0.0,0.0,0.0,0.0,1.0
38.54999923706055,25.00062544563827,0.00020012,0.0,0.0,0.0,0.0,1.0
38.86999893188477,25.0088920828048,0.00020012,0.0,0.0,0.0,0.0,1.0
38.54000091552734,25.00036605216131,0.00020012,0.0,0.0,0.0,0.0,1.0
38.5,24.99932760671357,0.00020012,0.0,0.0,0.0,0.0,1.0
38.22000122070312,24.99202833617082,0.00020012,0.0,0.0,0.0,0.0,1.0
37.02000045776367,24.96012768493049,0.00020012,0.0,0.0,0.0,0.0,1.0
36.65000152587891,24.9500828353863,0.00020012,0.0,0.0,0.0,0.0,1.0
36.56000137329102,24.94762414956845,0.00020012,0.0,0.0,0.0,0.0,1.0
37.08000183105469,24.96174715549868,0.00020012,0.0,0.0,0.0,0.0,1.0
37.81000137329102,24.98124301964352,0.00020012,0.0,0.0,0.0,0.0,1.0
38.40999984741211,24.99698720380504,0.00020012,0.0,0.0,0.0,0.0,1.0
38.31999969482422,24.99464131055862,0.00020012,0.0,0.0,0.0,0.0,1.0
38.54999923706055,25.00062544563827,0.00020012,0.0,0.0,0.0,0.0,1.0
40.54999923706055,25.05120512716648,0.00020012,0.0,0.0,0.0,0.0,1.0
41.34000015258789,25.0704999233645,0.00020012,0.0,0.0,0.0,0.0,1.0
39.63999938964844,25.02850805948426,0.00020012,0.0,0.0,0.0,0.0,1.0
40.54999923706055,25.05120512716648,0.00020012,0.0,0.0,0.0,0.0,1.0
41.27999877929688,25.06904745702185,0.00020012,0.0,0.0,0.0,0.0,1.0
41.29000091552734,25.06928972749094,0.00020012,0.0,0.0,0.0,0.0,1.0
41.86999893188477,25.08323891994061,0.00021653,0.0,0.0,0.0,0.0,1.0
41.77999877929688,25.08108709233085,0.00021653,0.0,0.0,0.0,0.0,1.0
42.65999984741211,25.1019310748862,0.00021653,0.0,0.0,0.0,0.0,1.0
43.95000076293945,25.13172200691028,0.00021653,0.0,0.0,0.0,0.0,1.0
44.04000091552734,25.13376769806286,0.00021653,0.0,0.0,0.0,0.0,1.0
43.59999847412109,25.1237264807776,0.00021653,0.0,0.0,0.0,0.0,1.0
45.04000091552734,25.15622036957825,0.00021653,0.0,0.0,0.0,0.0,1.0
44.75,25.1497608101407,0.00021653,0.0,0.0,0.0,0.0,1.0
44.31000137329102,25.13987978162404,0.00021653,0.0,0.0,0.0,0.0,1.0
42.5099983215332,25.09840866830649,0.00021653,0.0,0.0,0.0,0.0,1.0
45.06999969482422,25.15688619535124,0.00021653,0.0,0.0,0.0,0.0,1.0
45.22999954223633,25.16042993878879,0.00021653,0.0,0.0,0.0,0.0,1.0
45.97999954223633,25.17687587479916,0.00021653,0.0,0.0,0.0,0.0,1.0
47.4900016784668,25.20918856332445,0.00021653,0.0,0.0,0.0,0.0,1.0
47.18999862670898,25.20285134205682,0.00021653,0.0,0.0,0.0,0.0,1.0
48.45000076293945,25.22920171950356,0.00021653,0.0,0.0,0.0,0.0,1.0
49.45999908447266,25.24983360900265,0.00021653,0.0,0.0,0.0,0.0,1.0
50.38999938964844,25.26846209599979,0.00021653,0.0,0.0,0.0,0.0,1.0
51.2400016784668,25.28518987520533,0.00021653,0.0,0.0,0.0,0.0,1.0
50.22999954223633,25.26528181406844,0.00021653,0.0,0.0,0.0,0.0,1.0
50.41999816894531,25.27175451953897,0.00022295,0.0,0.0,0.0,0.0,1.0
50.27999877929688,25.26897399353918,0.00022295,0.0,0.0,0.0,0.0,1.0
49.18000030517578,25.24685367708857,0.00022295,0.0,0.0,0.0,0.0,1.0
51.04000091552734,25.28397629106922,0.00022295,0.0,0.0,0.0,0.0,1.0
50.52000045776367,25.27373594063857,0.00022295,0.0,0.0,0.0,0.0,1.0
47.13999938964844,25.20448851865558,0.00022295,0.0,0.0,0.0,0.0,1.0
46.77000045776367,25.19660861562058,0.00022295,0.0,0.0,0.0,0.0,1.0
49.04999923706055,25.24420680455229,0.00022295,0.0,0.0,0.0,0.0,1.0
49.11000061035156,25.24542932657464,0.00022295,0.0,0.0,0.0,0.0,1.0
49.5099983215332,25.25354126956699,0.00022295,0.0,0.0,0.0,0.0,1.0
49.5,25.25333930366988,0.00022295,0.0,0.0,0.0,0.0,1.0
51.13999938964844,25.28593359202336,0.00022295,0.0,0.0,0.0,0.0,1.0
52.20999908447266,25.30664066398222,0.00022295,0.0,0.0,0.0,0.0,1.0
54.22000122070312,25.34441650067965,0.00022295,0.0,0.0,0.0,0.0,1.0
53.84999847412109,25.33756900936191,0.00022295,0.0,0.0,0.0,0.0,1.0
52.68000030517578,25.31560251676333,0.00022295,0.0,0.0,0.0,0.0,1.0
51.90000152587891,25.30068545366744,0.00022295,0.0,0.0,0.0,0.0,1.0
52.45000076293945,25.31122698348358,0.00022295,0.0,0.0,0.0,0.0,1.0
51.95000076293945,25.30164836632651,0.00022295,0.0,0.0,0.0,0.0,1.0
50.22999954223633,25.26797908274384,0.00022295,0.0,0.0,0.0,0.0,1.0
49.40000152587891,25.25131708917735,0.00022295,0.0,0.0,0.0,0.0,1.0
49.0099983215332,25.29316074693105,0.00022295,0.0,0.0,0.0,0.0,1.0
50.20999908447266,25.31735061406968,0.00022295,0.0,0.0,0.0,0.0,1.0
49.75,25.30814688586163,0.00025317,0.0,0.0,0.0,0.0,1.0
48.22000122070312,25.27691032032534,0.00025317,0.0,0.0,0.0,0.0,1.0
